"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"260","260","Juan Velasco Alvarado - NS","-12.2130466","-76.9489019","","","0","","America/Lima","0"
"500935","500935","OV. GRAU","-12.059203","-77.0358219","","","0","","America/Lima","0"
"261","261","Jorge Chavez - NS","-12.2157886","-76.9471905","","","0","","America/Lima","0"
"262","262","Cesar Vallejo - NS","-12.2179855","-76.9459247","","","0","","America/Lima","0"
"500934","500934","LAS SABILAS","-11.9996861","-77.009128","","","0","","America/Lima","0"
"263","263","3 de Octubre - NS","-12.2230866","-76.9428936","","","0","","America/Lima","0"
"500933","500933","LOS CIRUELOS","-11.982735","-77.0061011","","","0","","America/Lima","0"
"264","264","Jose Carlos Mariategui - NS","-12.2254091","-76.9414936","","","0","","America/Lima","0"
"265","265","Jose Olaya - NS","-12.2308041","-76.9382641","","","0","","America/Lima","0"
"266","266","200 Millas - NS","-12.2340019","-76.9352441","","","0","","America/Lima","0"
"267","267","Parque Zonal - NS","-12.23122","-76.93177","","","0","","America/Lima","0"
"268","268","Parque Zonal - SN","-12.229635","-76.9290052","","","0","","America/Lima","0"
"269","269","200 Millas - SN","-12.2338527","-76.9347508","","","0","","America/Lima","0"
"270","270","Jose Olaya - SN","-12.2312397","-76.93746","","","0","","America/Lima","0"
"271","271","Jose Carlos Mariategui - SN","-12.226255","-76.9405058","","","0","","America/Lima","0"
"272","272","3 de Octubre - SN","-12.2236338","-76.9420519","","","0","","America/Lima","0"
"273","273","Cesar Vallejo - SN","-12.2185675","-76.9451147","","","0","","America/Lima","0"
"274","274","Jorge Chavez - SN","-12.2160402","-76.9466755","","","0","","America/Lima","0"
"275","275","Juan Velasco Alvarado - SN","-12.2138758","-76.947895","","","0","","America/Lima","0"
"276","276","Arriba Peru - SN","-12.2110647","-76.9496422","","","0","","America/Lima","0"
"277","277","Pentagonito - NS","-12.1029625","-76.9793986","","","0","","America/Lima","0"
"278","278","Pentagonito - SN","-12.1029311","-76.979125","","","0","","America/Lima","0"
"279","279","Proceres - NS","-12.1523558","-76.9839938","","","0","","America/Lima","0"
"280","280","Proceres - SN","-12.1526822","-76.9835988","","","0","","America/Lima","0"
"281","281","Cayetano - NS","-12.0258597","-77.0588097","","","0","","America/Lima","0"
"282","282","Cayetano - SN","-12.0257369","-77.0583169","","","0","","America/Lima","0"
"283","283","Mantaro - OE","-12.1014719","-76.942908","","","0","","America/Lima","0"
"284","284","castilla - OE","-12.1054638","-76.9409138","","","0","","America/Lima","0"
"285","285","Chan Chan - OE","-12.1101469","-76.9386997","","","0","","America/Lima","0"
"286","286","Santa Maria - OE","-12.1139388","-76.9365941","","","0","","America/Lima","0"
"287","287","Centenario - EO","-12.0693305","-76.9377108","","","0","","America/Lima","0"
"288","288","Huarochiri(Melgarejo) - OE","-12.0647191","-76.9393388","","","0","","America/Lima","0"
"289","289","Asuncio - EO","-12.0670108","-76.9387888","","","0","","America/Lima","0"
"290","290","Aruba - OE","-12.0709805","-76.9376108","","","0","","America/Lima","0"
"291","291","Ferreteria - ns","-11.96903","-77.0753008","","","0","","America/Lima","0"
"292","292","Av. rio maranon - ns","-11.9716708","-77.0759688","","","0","","America/Lima","0"
"293","293","Av. las palmeras - ns","-11.9722619","-77.0727608","","","0","","America/Lima","0"
"294","294","Panaderia palmeras - ns","-11.9739577","-77.0726208","","","0","","America/Lima","0"
"295","295","Av. naranjal - ns","-11.9782819","-77.0724819","","","0","","America/Lima","0"
"296","296","Calle 7 - ns","-11.9799419","-77.0724408","","","0","","America/Lima","0"
"297","297","Posta - ns","-11.9817219","-77.0724588","","","0","","America/Lima","0"
"298","298","Av. los alisos - ns","-11.9834438","-77.0724347","","","0","","America/Lima","0"
"299","299","Pollos - ns","-11.9865238","-77.0724919","","","0","","America/Lima","0"
"514246","514246","Cl 123 entre Kr 28D y 28D1","3.4066841","-76.4706477","","","0","","America/Lima","0"
"318159","318159","ANGA","-12.1135194","-77.0299888","","","0","","America/Lima","0"
"318156","318156","TERUE","-12.1074694","-77.0309888","","","0","","America/Lima","0"
"514288","514288","Kr 28D entre Cl 113 y 114","3.4105275","-76.475833","","","0","","America/Lima","0"
"330228","330228","Las Calezas","-12.0287919","-77.0315641","","","0","","America/Lima","0"
"330229","330229","Anton Sanchez","-12.0303283","-77.0293494","","","0","","America/Lima","0"
"330224","330224","Cajatambo","-12.0283736","-77.0278191","","","0","","America/Lima","0"
"330220","330220","Barreda y Aguilar","-12.026105","-77.0289413","","","0","","America/Lima","0"
"330221","330221","Alcazar","-12.0285258","-77.0311419","","","0","","America/Lima","0"
"318110","318110","2 DE MAYO","-12.1177411","-77.0292738","","","0","","America/Lima","0"
"318113","318113","AMANCAES  -  NS (BENTIN)","-12.0266027","-77.033925","","","0","","America/Lima","0"
"327058","327058","JUAN DE ARONA","-12.0973888","-77.0325","","","0","","America/Lima","0"
"327057","327057","LA HABANA","-12.099958","-77.032108","","","0","","America/Lima","0"
"327059","327059","OLAVIDE","-12.09395","-77.0330111","","","0","","America/Lima","0"
"500376","500376","VENUS A","-12.0938205","-77.0693497","","","0","","America/Lima","0"
"327164","327164","ALCED2","-12.0850561","-77.0343169","","","0","","America/Lima","0"
"500375","500375","Hospital PNP","-12.0842261","-77.0613824","","","0","","America/Lima","0"
"500358","500358","Montevideo","-12.057903","-77.0305169","","","0","","America/Lima","0"
"327152","327152","RISSO","-12.0851911","-77.0344688","","","0","","America/Lima","0"
"500399","500399","Javier Prado","-12.090798","-77.029955","","","0","","America/Lima","0"
"500398","500398","Seoane","-11.9559538","-76.9857869","","","0","","America/Lima","0"
"810206","810206","GRIFO B","-12.0210544","-77.0005661","","","0","","America/Lima","0"
"500391","500391","La Virgen","-12.096243","-77.0712636","","","0","","America/Lima","0"
"500390","500390","Colegio","-12.0823188","-77.0598013","","","0","","America/Lima","0"
"500379","500379","Estacion Mexico","-12.0773069","-77.0293341","","","0","","America/Lima","0"
"500385","500385","Encinas","-12.021423","-77.00611","","","0","","America/Lima","0"
"500383","500383","Javier Prado","-12.0925608","-77.0319869","","","0","","America/Lima","0"
"500389","500389","Ovalo","-12.0803344","-77.0581744","","","0","","America/Lima","0"
"500388","500388","La Dieciocho","-12.0782344","-77.0564397","","","0","","America/Lima","0"
"500387","500387","La Doce","-12.0719063","-77.0512038","","","0","","America/Lima","0"
"700","700","Embajada OE 204","-12.0951486","-77.0547152","","","0","","America/Lima","0"
"500386","500386","La Nueve","-12.0695647","-77.0491827","","","0","","America/Lima","0"
"701","701","Puente  Primavera -OE","-12.0328858","-77.0067547","","","0","","America/Lima","0"
"703","703","Calle 62 EO","-12.1164586","-76.8729522","","","0","","America/Lima","0"
"706","706","Union EO","-12.1066563","-76.8754166","","","0","","America/Lima","0"
"710","710","Paracas-Hotel Golf","-13.84021","-76.2566997","","","0","","America/Lima","0"
"711","711","Los Ficus OE","-12.0902058","-76.8808969","","","0","","America/Lima","0"
"712","712","Union OE","-12.1060416","-76.8758588","","","0","","America/Lima","0"
"713","713","Paracas-Hotel Golf2","-13.8402297","-76.2567597","","","0","","America/Lima","0"
"714","714","Acho ns","-12.0430805","-77.0224769","","","0","","America/Lima","0"
"514569","514569","Kr 28F entre Cl 122 y 121B","3.4036675","-76.473823","","","0","","America/Lima","0"
"715","715","Av. ancon - sn","-11.8304347","-77.1152555","","","0","","America/Lima","0"
"719","719","Huertos - EO 204","-12.1234038","-76.8723188","","","0","","America/Lima","0"
"2001","2001","2001","-11.9836397","-76.82168","","","0","","America/Lima","0"
"720","720","Grifo - EO 204","-12.1196852","-76.8726661","","","0","","America/Lima","0"
"721","721","Tres MarÃ­as - EO 204","-12.1135375","-76.8734969","","","0","","America/Lima","0"
"722","722","Calle. 39 - EO 204","-12.1088452","-76.8747569","","","0","","America/Lima","0"
"723","723","Naranjos - EO 204","-12.1030075","-76.8769783","","","0","","America/Lima","0"
"724","724","Uno - EO 204","-12.0993644","-76.8791686","","","0","","America/Lima","0"
"725","725","San CristÃ³bal - EO 204","-12.0945722","-76.8812186","","","0","","America/Lima","0"
"726","726","Ecoparque - EO 204","-12.0913405","-76.8815738","","","0","","America/Lima","0"
"727","727","Casuarinas - EO 204","-12.0892766","-76.87928","","","0","","America/Lima","0"
"728","728","Calle. 8 - EO 204","-12.0891583","-76.8781669","","","0","","America/Lima","0"
"729","729","Calle. 15 - EO 204","-12.0887311","-76.8753761","","","0","","America/Lima","0"
"2012","2012","2012","-12.0113297","-76.89185","","","0","","America/Lima","0"
"2011","2011","2011","-12.00807","-76.88132","","","0","","America/Lima","0"
"2010","2010","2010","-12.0067097","-76.8741797","","","0","","America/Lima","0"
"2009","2009","2009","-12.0056997","-76.8641497","","","0","","America/Lima","0"
"2008","2008","2008","-12.0037697","-76.86243","","","0","","America/Lima","0"
"2007","2007","2007","-12.0019797","-76.8591397","","","0","","America/Lima","0"
"2006","2006","2006","-12.0005197","-76.8533297","","","0","","America/Lima","0"
"730","730","Avenida2 - EO 204","-12.0885275","-76.8741791","","","0","","America/Lima","0"
"2005","2005","2005","-11.9989397","-76.84698","","","0","","America/Lima","0"
"2004","2004","2004","-11.9939097","-76.84103","","","0","","America/Lima","0"
"731","731","Enrique Palacios - EO 204","-12.0885377","-76.8714772","","","0","","America/Lima","0"
"2003","2003","2003","-11.9893997","-76.83547","","","0","","America/Lima","0"
"732","732","Ovalo San Juan Bautista - EO 204","-12.0889169","-76.8693127","","","0","","America/Lima","0"
"733","733","Ensenada - EO 204","-12.0876844","-76.8684772","","","0","","America/Lima","0"
"2002","2002","2002","-11.987","-76.8304797","","","0","","America/Lima","0"
"734","734","San Juan Bautista 2 - OE 204","-12.0869025","-76.8683847","","","0","","America/Lima","0"
"735","735","Ovalo San Juan Bautista - OE 204","-12.0882855","-76.8686297","","","0","","America/Lima","0"
"736","736","Enrique Palacios - OE 204","-12.088455","-76.8713388","","","0","","America/Lima","0"
"737","737","Girek - OE 204","-12.0883619","-76.8734586","","","0","","America/Lima","0"
"738","738","Calle. 15 - OE","-12.0886486","-76.8751755","","","0","","America/Lima","0"
"739","739","Parque AlbarracÃ­n - OE 204","-12.0889494","-76.877105","","","0","","America/Lima","0"
"2023","2023","2023","-11.98963","-76.8355397","","","0","","America/Lima","0"
"2022","2022","2022","-11.9940897","-76.84112","","","0","","America/Lima","0"
"2021","2021","2021","-11.99905","-76.8472797","","","0","","America/Lima","0"
"2020","2020","2020","-12.00059","-76.8535497","","","0","","America/Lima","0"
"2019","2019","2019","-12.0020797","-76.85935","","","0","","America/Lima","0"
"2018","2018","2018","-12.0039897","-76.86243","","","0","","America/Lima","0"
"2017","2017","2017","-12.0059","-76.8642497","","","0","","America/Lima","0"
"740","740","Calle. 8 - OE 204","-12.0891158","-76.8781713","","","0","","America/Lima","0"
"741","741","San CristÃ³bal - OE 204","-12.0942105","-76.8813291","","","0","","America/Lima","0"
"2016","2016","2016","-12.0069497","-76.8743597","","","0","","America/Lima","0"
"742","742","Uno - OE 204","-12.0988583","-76.879698","","","0","","America/Lima","0"
"2015","2015","2015","-12.0082197","-76.88136","","","0","","America/Lima","0"
"743","743","Naranjos - OE 204","-12.1025738","-76.8774319","","","0","","America/Lima","0"
"2014","2014","2014","-12.01157","-76.8921297","","","0","","America/Lima","0"
"2013","2013","2013","-12.0140897","-76.900985","","","0","","America/Lima","0"
"744","744","Tres MarÃ­as - OE 204","-12.1125","-76.874043","","","0","","America/Lima","0"
"745","745","Calle. 63 - OE 204","-12.1167638","-76.8731794","","","0","","America/Lima","0"
"746","746","Grifo - OE 204","-12.118778","-76.8730191","","","0","","America/Lima","0"
"747","747","Huertos -OE 204","-12.1229644","-76.8726422","","","0","","America/Lima","0"
"748","748","Calle 39 -OE 204","-12.1091205","-76.8749658","","","0","","America/Lima","0"
"749","749","Calle 10 - EO 204","-12.0890911","-76.8777036","","","0","","America/Lima","0"
"2034","2034","VILLAVICENCIO NS","-12.0881397","-77.0875097","","","0","","America/Lima","0"
"2033","2033","MIRAMAR NS","-12.0886097","-77.0864897","","","0","","America/Lima","0"
"2032","2032","MONRE NS","-12.0890197","-77.0856297","","","0","","America/Lima","0"
"2031","2031","LA PAZ NS","-12.08914","-77.0849297","","","0","","America/Lima","0"
"2030","2030","LIBERTAD NS","-12.0881297","-77.08444","","","0","","America/Lima","0"
"750","750","Pisco-Jardines","-13.72058","-76.22095","","","0","","America/Lima","0"
"751","751","Pisco-Plaza San Andres","-13.7314697","-76.22328","","","0","","America/Lima","0"
"752","752","Chincha-Casa Andina","-13.4139672","-76.1492713","","","0","","America/Lima","0"
"753","753","Chincha-Soyuz","-13.4160597","-76.1405797","","","0","","America/Lima","0"
"754","754","Chincha-Grifo El Volante","-13.42495","-76.1345797","","","0","","America/Lima","0"
"2025","2025","2025","-11.9838197","-76.8217497","","","0","","America/Lima","0"
"755","755","Chincha-Restaurant El Batan","-13.4346086","-76.1346577","","","0","","America/Lima","0"
"2024","2024","2024","-11.9872497","-76.8305397","","","0","","America/Lima","0"
"756","756","Chincha-Textil del Valle (Ca Pedregal)","-13.4513897","-76.1363","","","0","","America/Lima","0"
"757","757","Chincha-Campo Deportivo El Collazos","-13.5384297","-76.13271","","","0","","America/Lima","0"
"758","758","Chincha-Campo Deportivo El Collazos","-13.5388997","-76.1325197","","","0","","America/Lima","0"
"759","759","Chincha-Textil del Valle (Ca Pedregal)","-13.4514397","-76.13621","","","0","","America/Lima","0"
"2045","2045","ECHENIQUE NS","-12.0800997","-77.1051597","","","0","","America/Lima","0"
"2044","2044","AVIACIÃ“N NS","-12.0809997","-77.1033","","","0","","America/Lima","0"
"2043","2043","CALLE 19 NS","-12.0820697","-77.10092","","","0","","America/Lima","0"
"2042","2042","CALLE 16 NS","-12.0831997","-77.09837","","","0","","America/Lima","0"
"2041","2041","GAMARRA NS","-12.0840097","-77.0965997","","","0","","America/Lima","0"
"2040","2040","ALCEDO NS","-12.08458","-77.0953497","","","0","","America/Lima","0"
"760","760","Chincha-Restaurant El Batan","-13.43491","-76.13455","","","0","","America/Lima","0"
"761","761","Chincha-Grifo El Volante","-13.42497","-76.1344697","","","0","","America/Lima","0"
"762","762","Chincha-Soyuz","-13.4159697","-76.14055","","","0","","America/Lima","0"
"2039","2039","CHAVEZ NS","-12.085","-77.0944497","","","0","","America/Lima","0"
"2038","2038","NICOLAS PIEROLA","-12.0857397","-77.09278","","","0","","America/Lima","0"
"763","763","Chincha-Casa Andina","-13.41389","-76.1492097","","","0","","America/Lima","0"
"2037","2037","INCLAN NS","-12.0864397","-77.09125","","","0","","America/Lima","0"
"2036","2036","ESPINAR NS","-12.0872497","-77.0895","","","0","","America/Lima","0"
"765","765","Catolica - NS","-12.0702097","-77.078045","","","0","","America/Lima","0"
"2035","2035","MARISCAL NS","-12.0876997","-77.0885097","","","0","","America/Lima","0"
"766","766","Caqueta N-S","-12.03644","-77.0432833","","","0","","America/Lima","0"
"767","767","Catolica S-N","-12.0687408","-77.0777177","","","0","","America/Lima","0"
"768","768","Caqueta S-N","-12.0366394","-77.0439163","","","0","","America/Lima","0"
"769","769","Arica 11","-11.8530186","-77.0890688","","","0","","America/Lima","0"
"2056","2056","CALLE 1 SN","-12.0883297","-77.0873797","","","0","","America/Lima","0"
"2055","2055","ESPINAR SN","-12.0872397","-77.0897497","","","0","","America/Lima","0"
"2054","2054","INCLAN SN","-12.0864397","-77.0914497","","","0","","America/Lima","0"
"2053","2053","NICOLAS PIEROLA SN","-12.08577","-77.0929697","","","0","","America/Lima","0"
"500302","500302","Bauzate Meza","-12.0646544","-77.0290088","","","0","","America/Lima","0"
"2052","2052","CHAVEZ SN","-12.08488","-77.0949097","","","0","","America/Lima","0"
"2051","2051","GAMARRA SN","-12.0840897","-77.09663","","","0","","America/Lima","0"
"2050","2050","MARANGA SN","-12.0826397","-77.09993","","","0","","America/Lima","0"
"770","770","Plaza yauliyacu","-11.65271","-76.23649","","","0","","America/Lima","0"
"771","771","Bellavista","-11.6908997","-76.26317","","","0","","America/Lima","0"
"773","773","Paradero Chicla","-11.7063297","-76.2673","","","0","","America/Lima","0"
"2049","2049","CALLE20 SN","-12.08153","-77.1023697","","","0","","America/Lima","0"
"774","774","Embarcadero","-11.63714","-76.23187","","","0","","America/Lima","0"
"2048","2048","AVIACIÃ“N SN","-12.0809997","-77.1035797","","","0","","America/Lima","0"
"775","775","Las HS","-11.65347","-76.2204497","","","0","","America/Lima","0"
"2047","2047","ECHENQUE SN","-12.0800997","-77.10541","","","0","","America/Lima","0"
"776","776","Nivel 800","-11.6527297","-76.2281297","","","0","","America/Lima","0"
"2046","2046","SAN MARTIN NS","-12.07914","-77.10689","","","0","","America/Lima","0"
"778","778","Terminal Pominpro","-12.0862169","-76.9861177","","","0","","America/Lima","0"
"779","779","Kimberly Clarck","-12.0179297","-76.8947697","","","0","","America/Lima","0"
"2067","2067","LUIS ALDANA EO","-12.0716497","-77.08938","","","0","","America/Lima","0"
"2066","2066","JOSE DE LA RIVA AGUERO EO","-12.0745797","-77.08329","","","0","","America/Lima","0"
"2065","2065","CHAMAYA EO","-12.0746697","-77.0821397","","","0","","America/Lima","0"
"2064","2064","LA MAR EO","-12.0746597","-77.07956","","","0","","America/Lima","0"
"2063","2063","PRE CATOLICA EO","-12.0714","-77.0782997","","","0","","America/Lima","0"
"2062","2062","SAN MARTIN SN","-12.0790399","-77.10724","","","0","","America/Lima","0"
"2061","2061","LIMA SN","-12.08732","-77.0830397","","","0","","America/Lima","0"
"780","780","Chosica","-11.9357797","-76.69575","","","0","","America/Lima","0"
"2060","2060","TACNA SN","-12.0882297","-77.08341","","","0","","America/Lima","0"
"781","781","Yauliyacu","-11.65065","-76.2352197","","","0","","America/Lima","0"
"782","782","Santa Clara","-12.0143","-76.88518","","","0","","America/Lima","0"
"783","783","Chosica2","-11.9369097","-76.69638","","","0","","America/Lima","0"
"300","300","Telefonica palmeras - ns","-11.9888177","-77.0721588","","","0","","America/Lima","0"
"784","784","Plaza Norte","-12.0051297","-77.05607","","","0","","America/Lima","0"
"301","301","Av. carlos izaguirre - ns","-11.9909158","-77.0718238","","","0","","America/Lima","0"
"785","785","TICLIO","-11.5985077","-76.1926708","","","0","","America/Lima","0"
"302","302","Plaza vea covida - ns","-11.9936088","-77.0718688","","","0","","America/Lima","0"
"786","786","Ovalo Santa Rosa Z-EO","-12.0148836","-76.8189977","","","0","","America/Lima","0"
"2059","2059","ARICA SN","-12.0891","-77.08382","","","0","","America/Lima","0"
"787","787","Ovalo Santa Rosa Z-OE","-12.0140366","-76.8195175","","","0","","America/Lima","0"
"303","303","Mercado covida - ns","-11.9949108","-77.0767788","","","0","","America/Lima","0"
"2058","2058","LA PAZ SN","-12.0899197","-77.08435","","","0","","America/Lima","0"
"2057","2057","SAN LUIS SN","-12.08933","-77.0851797","","","0","","America/Lima","0"
"788","788","COCACHACRA","-11.9134738","-76.5453527","","","0","","America/Lima","0"
"304","304","Telefonica covida - ns","-11.9954508","-77.0807119","","","0","","America/Lima","0"
"789","789","COCACHACRA","-11.9135847","-76.5457869","","","0","","America/Lima","0"
"305","305","Farmacia - ns","-11.9958477","-77.0832997","","","0","","America/Lima","0"
"306","306","Nina maria - ns","-11.9991097","-77.08437","","","0","","America/Lima","0"
"307","307","Ceres 209","-12.03325","-76.9260166","","","0","","America/Lima","0"
"308","308","Sant Rosa 101 (SN)","-11.9887636","-77.080875","","","0","","America/Lima","0"
"309","309","Patio Canta 1 - NS","-11.9640236","-77.0838761","","","0","","America/Lima","0"
"2070","2070","JOSE MARTI EO","-12.0688097","-77.1013597","","","0","","America/Lima","0"
"2078","2078","PRE CATOLICA OE","-12.07305","-77.07831","","","0","","America/Lima","0"
"2077","2077","LA MAR OE","-12.07492","-77.0800397","","","0","","America/Lima","0"
"2076","2076","CHAMAYA OE","-12.0747597","-77.0823297","","","0","","America/Lima","0"
"500325","500325","Canto Rey","-11.978303","-77.0039625","","","0","","America/Lima","0"
"2075","2075","JOSE DE LA RIVA AGUERO OE","-12.07451","-77.08432","","","0","","America/Lima","0"
"2074","2074","CESAR LOPEZ ROJAS OE","-12.07193","-77.0892197","","","0","","America/Lima","0"
"2073","2073","RAFAEL ESCARDO OE","-12.07093","-77.09117","","","0","","America/Lima","0"
"2072","2072","ELMER FAUCETT OE","-12.06962","-77.0975497","","","0","","America/Lima","0"
"790","790","MATUCANA","-11.84295","-76.3838577","","","0","","America/Lima","0"
"500329","500329","La Losa","-12.0262811","-77.0195525","","","0","","America/Lima","0"
"791","791","MATUCANA","-11.8429147","-76.3838877","","","0","","America/Lima","0"
"2071","2071","MANUEL FERREYROS OE","-12.06902","-77.1030497","","","0","","America/Lima","0"
"500328","500328","Comisaria","-12.0257961","-77.0153216","","","0","","America/Lima","0"
"792","792","SAN MATEO","-11.7594669","-76.3006708","","","0","","America/Lima","0"
"500330","500330","Tunel","-12.0276091","-77.0199358","","","0","","America/Lima","0"
"793","793","SAN MATEO","-11.7593488","-76.3005847","","","0","","America/Lima","0"
"794","794","HUANCAYO","-12.04845","-75.2339997","","","0","","America/Lima","0"
"310","310","Patio Canta 2 - SN","-11.9631316","-77.0835005","","","0","","America/Lima","0"
"311","311","MaraÃ±on - NS","-11.9678358","-77.0839024","","","0","","America/Lima","0"
"795","795","CONCEPCION","-11.9177858","-75.3225013","","","0","","America/Lima","0"
"796","796","LA VIRGEN","-11.7960497","-75.4839197","","","0","","America/Lima","0"
"312","312","MaraÃ±on - SN","-11.9685747","-77.0837191","","","0","","America/Lima","0"
"797","797","ACAYA","-11.8045397","-75.5968197","","","0","","America/Lima","0"
"313","313","San Juan Bautista- EO","-12.0858608","-76.8687108","","","0","","America/Lima","0"
"798","798","Pisco-La Villa Frente a la Iglesia2","-13.7136897","-76.1484097","","","0","","America/Lima","0"
"314","314","Paradero 1 1- EO","-12.0853191","-76.8719413","","","0","","America/Lima","0"
"2069","2069","ELMER FAUCETT EO","-12.0692697","-77.0973097","","","0","","America/Lima","0"
"2068","2068","RAFAEL ESCARDO EO","-12.0704897","-77.0913697","","","0","","America/Lima","0"
"799","799","Pisco-Paradero Molinos2","-13.71141","-76.18424","","","0","","America/Lima","0"
"315","315","Paradero 1 2- OE","-12.0854052","-76.872333","","","0","","America/Lima","0"
"316","316","San Juan Bautista- OE","-12.0860441","-76.8688525","","","0","","America/Lima","0"
"317","317","Av. argentina - ns","-12.0463347","-77.0768577","","","0","","America/Lima","0"
"318","318","Clinica San Felipe-EO","-12.0822536","-76.9686588","","","0","","America/Lima","0"
"319","319","Corregidores - OE","-12.1142608","-76.9370077","","","0","","America/Lima","0"
"320","320","Aurelio garcia garcia - ns","-12.0509041","-77.0766019","","","0","","America/Lima","0"
"321","321","Colegio - ns2","-12.0536741","-77.0775461","","","0","","America/Lima","0"
"322","322","Entrada san marcos - ns","-12.0562133","-77.0782325","","","0","","America/Lima","0"
"323","323","Av. republica de venezuela - ns","-12.0588994","-77.0776102","","","0","","America/Lima","0"
"500323","500323","Farmacia Leo","-11.9552611","-76.9914494","","","0","","America/Lima","0"
"324","324","Frutales EO","-12.0763377","-76.9643108","","","0","","America/Lima","0"
"326","326","Pre catolica - ns","-12.0714769","-77.0783627","","","0","","America/Lima","0"
"328","328","Plaza san miguel - ns","-12.0762058","-77.0807088","","","0","","America/Lima","0"
"329","329","Av. de la marina - ns","-12.0779227","-77.08168","","","0","","America/Lima","0"
"500349","500349","Mercado H. del Cenepa","-11.9598111","-76.9842972","","","0","","America/Lima","0"
"500348","500348","Recabarren","-11.9538666","-76.9830972","","","0","","America/Lima","0"
"500347","500347","5 de Mariscal","-11.9506361","-76.9808861","","","0","","America/Lima","0"
"500346","500346","Del Cruce Este","-11.9484311","-76.9793677","","","0","","America/Lima","0"
"330","330","Prol. jiron cuzco - ns","-12.0834811","-77.0827011","","","0","","America/Lima","0"
"331","331","Av. lima magdalena - ns","-12.0868538","-77.0838347","","","0","","America/Lima","0"
"10315","10315","Acho","-12.041828","-77.0223111","","","0","","America/Lima","0"
"332","332","Jiron mariscal ramon castilla -","-12.0880069","-77.0816258","","","0","","America/Lima","0"
"333","333","Revolucion 1 NS","-12.2295597","-76.9289797","","","0","","America/Lima","0"
"334","334","Revolucion 2 SN","-12.2281897","-76.92757","","","0","","America/Lima","0"
"335","335","Central 1 NS","-12.22746","-76.92538","","","0","","America/Lima","0"
"336","336","Central 1 SN","-12.2267897","-76.9251397","","","0","","America/Lima","0"
"337","337","Separadora industrial 1 NS","-12.2260397","-76.9225797","","","0","","America/Lima","0"
"338","338","Separadora industrial 2 SN","-12.22569","-76.9221","","","0","","America/Lima","0"
"339","339","Guardia Republica1-NS","-12.2293697","-76.92063","","","0","","America/Lima","0"
"500338","500338","La Doce","-12.0030911","-77.0076758","","","0","","America/Lima","0"
"500337","500337","Proceres","-12.0285658","-77.0119025","","","0","","America/Lima","0"
"500336","500336","TALARA","-12.0292402","-77.0154144","","","0","","America/Lima","0"
"500335","500335","15 Caja","-12.0293869","-77.0177119","","","0","","America/Lima","0"
"340","340","Guardia Republica2-SN","-12.2293097","-76.91992","","","0","","America/Lima","0"
"341","341","Universitaria(sur)1-NS","-12.23305","-76.9184","","","0","","America/Lima","0"
"342","342","Universitaria(sur)2-SN","-12.2327491","-76.9179008","","","0","","America/Lima","0"
"343","343","Lomas 1-NS","-12.2360519","-76.9164525","","","0","","America/Lima","0"
"344","344","Lomas 2-SN","-12.23597","-76.9159197","","","0","","America/Lima","0"
"345","345","Mercado mensajero de la Paz1-NS","-12.2400361","-76.9140386","","","0","","America/Lima","0"
"500345","500345","7 de Mariscal","-11.9467166","-76.9781694","","","0","","America/Lima","0"
"500344","500344","8 de Mariscal","-11.9440388","-76.9763166","","","0","","America/Lima","0"
"346","346","Mercado mensajero de la Paz2-SN","-12.2382797","-76.9144797","","","0","","America/Lima","0"
"347","347","Maria Reiche1-NS","-12.240398","-76.9131963","","","0","","America/Lima","0"
"500343","500343","La Posta","-11.9414694","-76.9745499","","","0","","America/Lima","0"
"500342","500342","Central","-11.9390416","-76.9731333","","","0","","America/Lima","0"
"348","348","Maria Reiche2-SN","-12.2402772","-76.9132661","","","0","","America/Lima","0"
"349","349","CJ1-NS","-12.231308","-76.9194416","","","0","","America/Lima","0"
"500806","500806","Carnaval y Moreyra","-12.0963169","-77.0251569","","","0","","America/Lima","0"
"350","350","CJ2-SN","-12.2312666","-76.9187608","","","0","","America/Lima","0"
"351","351","Ovalo Chama1-NS","-12.2329608","-76.9184719","","","0","","America/Lima","0"
"352","352","Ovalo Chama2-SN","-12.2331666","-76.9176166","","","0","","America/Lima","0"
"353","353","Ovalo Maria Reiche1-NS","-12.2401252","-76.9126919","","","0","","America/Lima","0"
"354","354","Ovalo Maria Reiche - SN","-12.2402691","-76.913308","","","0","","America/Lima","0"
"355","355","Av Lima1 - NS","-12.2387886","-76.9124291","","","0","","America/Lima","0"
"356","356","Av Lima2-SN","-12.2380336","-76.912708","","","0","","America/Lima","0"
"357","357","Jose Arteaga1-NS","-12.2342388","-76.9108277","","","0","","America/Lima","0"
"358","358","Jose Arteaga2-SN","-12.2337166","-76.9106305","","","0","","America/Lima","0"
"359","359","Benjamin2-SN","-12.2348719","-76.9116191","","","0","","America/Lima","0"
"10","10","La Molina - EO","-12.0709158","-76.9556697","","","0","","America/Lima","0"
"11","11","U. de Lima - EO","-12.08355","-76.9728","","","0","","America/Lima","0"
"12","12","Evitamiento - EO","-12.08459","-76.98014","","","0","","America/Lima","0"
"13","13","Circunvalacion - EO","-12.0850897","-76.98582","","","0","","America/Lima","0"
"14","14","Jimenez Borja - EO","-12.0858769","-76.9891647","","","0","","America/Lima","0"
"15","15","Rosa Toro - EO","-12.0863097","-76.9924758","","","0","","America/Lima","0"
